Longitude,Latitude,Var
37.75,4.75,3.4298515
37.75,5.25,6.7709
37.75,5.75,10.94581
37.75,6.25,12.004949
37.75,6.75,11.331848
37.75,7.25,13.820132
37.75,7.75,13.537551
37.75,8.25,13.736975
37.75,8.75,13.252803
37.75,9.25,13.963485
37.75,9.75,14.679159
37.75,10.25,12.494551
37.75,10.75,11.411216
37.75,11.25,10.14241
37.75,11.75,10.865571
37.75,12.25,10.43113
37.75,12.75,9.652044
37.75,13.25,11.385208
37.75,13.75,12.250968
37.75,14.25,7.8027987
37.75,14.75,5.5910974
37.75,15.25,3.096146
37.75,16.25,1.4243541
37.75,36.75,1.0276561
37.75,37.25,0.6860514
37.75,37.75,0.6116605
37.75,38.25,0.604204
37.75,38.75,0.28529477
37.75,39.25,0.5235712
37.75,39.75,1.156362
37.75,40.25,2.6425598
37.75,40.75,6.152387
37.75,47.75,2.2246249
37.75,48.25,2.764042
37.75,48.75,2.9654639
37.75,49.25,3.0956173
37.75,49.75,2.2595954
37.75,50.25,2.9591928
38.25,-4.75,0.84236
38.25,-4.25,1.1159366
38.25,-3.75,0.43313193
38.25,-3.25,0.57963324
38.25,-2.75,0.57289624
38.25,-2.25,0.88277364
38.25,-1.75,0.9591802
38.25,-1.25,1.4103271
38.25,-0.75,0.75440943
38.25,-0.25,0.6113279
38.25,0.25,0.7714893
38.25,0.75,0.22085926
38.25,1.25,0.1428934
